御異議ないと認め ます , 立憲民主党 ・ 民 友 会 の 蓮 舫 です
 基本的な 調査 につきましては 私どもの 調べ られる 範囲 の もので 出 させていただいた んだ と思っております が , いや 全く 答えて いません
 私どもとして そういった 監察 というか 検査 の内容 というものは 後 々 の また ほかの もの に 影響 するということ から こういった ようなこと は 公表 しないということ をしている と思いますが , 意味 が 全く 分かりません
お答えいたします , 等々 と は何 ですか
 電話 が 通 じ なかった 場合に メール を行った 場合 もあった と聞いております , あるもの を ない 応 接 録 を 捨 て るという 佐川 さんの 指示 これも 伝達 されました
基本的に 保存 期間 の中の ものは 残って おります , メール や ファ ク ス って 保存 期間 あるんですか
お答え申し上げます , 今回の 調査 で その メール は 裏 付け として 確認 で きました か
 私どもは 職員 からの ヒアリング それから 文書 の 確認 余 す こと なく やった つもり で おります , いや だから その 余 す ところ なく に 指示 を 共有 するための 伝達 手段 の メール や ファ ク ス は 確認を した んですか と 伺って いる んです
 確認 できる限り いたしております , その メール 出 してください
 私どもは 調査 をする 過程 におきまして ヒアリング とそれから 書面 その 両方 を 余 す ところ なく 調査 をいたしました , 何 言っている んですか
それは これまでも 再三 御答弁 させていただいております けれども 例えば 局長が 総務 課長 に 指示 をする の に メール では いたしません , 私は 局長が 直接 メール した なんて 言って いません よ
それでは 蓮 舫 さんの 今の 質問 については 後刻理事会で協議 いたします , 大臣が 冒頭 で 客 観 性 があると 言われました
 今までの 答弁 の中で 客 観 性 があるか というのは 重ねて 申し上げますけれども 私どもとしては 客 観 性 がある という 上で きちんとした ものを 出 させていただいた できる限り の 範囲で 出 させていただいた と思っております , 念 のために 伝えて お きます が 内閣府 や 文科省 は 総理の 御 意向 とか 官邸 の 上の レベル が 言っている と 官房長官 が 間違って 怪 文書 と言った ものが 実は 本 物 だった んですが そのときの 調査 は 職員 A B C 等 聞いた 内容 も 全部 添付 されています よ
お答え申し上げます , 二 枚目 の資料 なんですが 国会 審議 が 相当 程度 紛 糾 することを 懸念 し 廃棄 と 説明 しました
 さきの 参議院の 別の 委員会で も 御指摘がございました けれども 昨年の 二月 から 三月 におきましては 既に 紛 糾 をしていた と 私どもは 認識しております , 紛 糾 することを 懸念 して で 紛 糾 していた とは 書いて いません よ
 した が いまして 紛 糾 が 更に 拡大 することを 懸念 した という意味 です , 財務省 は 体質 として 国会 が 紛 糾 することを 懸念 して 改ざん 廃棄 をする 文化 なんですか
 改ざん を したこと につきましては 誠に 申し 訳 なく 存じます , いや 矢 野 さん ね 紛 糾 当時 していた から 紛 糾 が 更なる 進んでいく から 懸念 をして 改ざん や 隠蔽 を行った
 現に 厳しい 糾 弾 御質問 御 叱 責 をいただいて おりました ので その中で 理財局 当時 て ん や わ ん や になって おった わけです , 当然 恥 ず べき こと です
私ども が 把握 しております 限り のことを 調査 報告書 に 書 か せていただいて おりますので ここに 書いてある とおり です , いや その 先 の答弁 を求めて いる んです
お答え申し上げます , 痛 く もない 腹 を 回避 しようと 判断 したのは 何 日に 誰 ですか
この 調査 報告書 に 推 認 も含めて 全て 書 か せて いただいた つもり ですので 二月 下 旬 以降 でございます , いいですか
 問題 ない にもかかわらず 国会で の 厳しい 糾 弾 を 回避 したい という 間 違った 対応 だった それ に尽きる と思います , その 回避 したい という 判断 は どこに 書いてあります
 三十 四 ページ から 三十 七 ページ の 総括 の中にも 書いて ございます , 違います
 痛 く もない 腹 を 云々 というのは 今 私が申し上げた こと です , 申し訳ない んですけれども 調査 報告書 について 私は 全て 読 んだ 上で 物 的 証拠 を 時 系 列 に 伺って いる んですが そういう 物 的 証拠 は 一切 出 しません そして 私から 質問 された ら 自分の 主 観 を 言う
